url,titulo,referencia,marca,modelo,ano_vehic,km,combustible,puertas,cv,transmision,ubicacion,vendedor,precio,particular,stats_visto,stats_contactado,stats_compartido,stats_favorito,stats_renovados,descripcion
https://www.milanuncios.com/seat-de-segunda-mano/seat-leon-1-9-tdi-150cv-sport-formula-racing-386492547.htm,SEAT - LEON 1. 9 TDI 150CV SPORT FORMULA RACING,386492547,SEAT,LEON 1. 9 TDI 150CV SPORT FORMULA RACING,2004,241.665,diesel,5,150,manual,ALICANTE,Eurocar,3.900,Profesional,7212,2,2,8,0,Precio contado: 3950 € modelo fr edicion limitada 150 cv precio financiado: 3900 € distribucion cambiada muy cuidado eurocar te ofrece una financiación con muchas ventajas para la compra de tu vehículo de ocasión. consúltanos las cuotas y requisitos. tomamos su vehículo como parte de pago# vehículo en perfecto estado. te lo entregamos totalmente revisado. máxima tasación. solicite prueba dinámica. equipación: -abs -esp -elevalunas eléctricos. -cierre centralizado. -regulación de luces -regulación asientos. * debido al nuevo estado de alarma# y por el tiempo que dure el mismo# le llevamos el vehículo hasta su domicilio# sin necesidad de desplazarse. consulte condiciones sin compromiso. * este anuncio no es vinculante# se muestra a título informativo y no contractual# puede contener errores. * visitenos en alicante (avda. novelda 213) – solicite cita previa tlf: nueve seis seis dos nueve nueve dos nueve siete. . - en eurocar somos un referente en toda la región e. Color Negro
https://www.milanuncios.com/audi-de-segunda-mano/audi-a6-389541137.htm,AUDI - A6,389541137,AUDI,A6,2005,188.212,diesel,5,140,manual,ALMERíA,iulica,5.700,Particular,22604,0,2,11,0,Vendo audi A6 2005 2. 0 140 cp El coche esta en buen estado tiene recentemente cambiado el turbo # acetite mas filtros discos y pastilla freno delanteras # la distribucion cambiada hace 30. 000 km el coche viene con otras 4 jantas r16 $$ 643 152 224 $$
https://www.milanuncios.com/mercedes-benz-de-segunda-mano/mercedes-benz-clase-e-e-220-d-394413954.htm,MERCEDES-BENZ - CLASE E E 220 D,394413954,MERCEDES-BENZ,CLASE E E 220 D,2017,114.000,diesel,4,194,automat,ASTURIAS,Urones Motor,33.900,Profesional,2786,0,0,0,0,"Nacional# un solo propietario# procedente de concesionario oficial# a toda prueba mecánica# paquete línea amg interior y exterior# llanta 20""# perfecto estado. * * garantía 12 meses* * equipamiento: * paquete amg interior y exterior * equipo música alta fidelidad * techo panorámico * cambio automático * sensor lluvia/luces * sensor aparcamiento del/tras. * navegador * faros full led. . . precio incluye cambio de nombre y 12 meses de garantía. vehículo con certificación de kilometraje y no siniestrabilidad. para una mejor atención personalizada concertar cita previa. servicio de recogida en aeropuerto# estación de tren y autobús. posibilidad de entrega en cualquier punto de españa. Color Azul"
https://www.milanuncios.com/opel-de-segunda-mano/opel-crossland-x-393573448.htm,OPEL - CROSSLAND X,393573448,OPEL,CROSSLAND X,2020,2.553,gasolina,5,110,manual,CANTABRIA,Auto Palas Opel,14.490,Profesional,662,0,0,0,0,Fecha de matriculación: 22/04/2020 todas las ventajas de comprar tu nuevo coche desde casa con un solo click. te ofrecemos: - tasación de su vehículo por whatsapp - envío de videos - firma de documentos y financiación online - entrega de vehículo en su casa * precio sujeto a financiacion y condiciones de campaña* los vehículos de ocasion de auto palas# ofrecen la máxima satisfacción# revisados en 100 puntos# kilometraje certificado# y perfectamente reacondicionados. auto palas# único concesionario oficial de las marcas opel y suzuki en cantabria. también somos concesionario de los programas opel ocasión y opel profesional. en nuestras instalaciones también encontrará exposición de vehículos nuevos# servicio oficial post-venta y será atendido por los mejores profesionales. cualquier duda será resuelta por sheila troule. entregamos vehículos en todo el territorio nacional (consultar precio) y admitimos su vehículo como parte de pago. garantía oficial. precio final incluye transferencia. Color Gris / Plata
https://www.milanuncios.com/renault-de-segunda-mano/renault-clio-dynamique-energy-dci-90-ss-eco2-392602923.htm,RENAULT - CLIO DYNAMIQUE ENERGY DCI 90 SS ECO2,392602923,RENAULT,CLIO DYNAMIQUE ENERGY DCI 90 SS ECO2,2014,104.500,diesel,5,90,manual,MADRID,ECO-RENTING,6.900,Profesional,1558,0,0,4,0,9298936 Vehículo totalmente revisado y en buen estado Certificado de daños estructurales y kilometraje Garantia de un año Todos nuestros vehículos pasan por un proceso de limpieza e ionización Ven y pruébalo. Color Rojo (Rojo Deseo (me
https://www.milanuncios.com/citroen-de-segunda-mano/citroen-berlingo-talla-m-bluehdi-100-live-391832291.htm,CITROEN - BERLINGO TALLA M BLUEHDI 100 LIVE,391832291,CITROEN,BERLINGO TALLA M BLUEHDI 100 LIVE,2018,68.000,diesel,4,100,manual,BARCELONA,"Automóviles Ivorra,",12.700,Profesional,5678,0,0,1,0,Precio sin financiacion: 12900 euros iva deducible para empresas y autonomos un solo propietario no fumador precio sin iva 10. 661 euros excelente estado de conservación # se entrega revisado y con un año de garantia # ruedas en excelente estado# financiación a su medida aceptamos prueba dinámica y coche a cambio citroen es una marca referente en furgonetas y vehiculos mixtos # por su aprovechamiento en el espacio interior y su mecanica fiable gran equipamiento # eleva lunas electrico# cristales tintados# llantas de aluminio bluethoot# velocidad crucero etc tambien le compramos su vehiculo# turismos# furgonetas # monovolumenes# 4x4 etc tasaciones sin compromiso aceptamos coches incluso para desguace etiqueta medioambiental puede circular por barcelona. Color Blanco
https://www.milanuncios.com/opel-de-segunda-mano/opel-crossland-x-391720779.htm,OPEL - CROSSLAND X,391720779,OPEL,CROSSLAND X,2020,10,gasolina,5,110,manual,CANTABRIA,Auto Palas Opel,15.490,Profesional,1535,0,0,0,0,Fecha de matriculación: 29/01/2021 todas las ventajas de comprar tu nuevo coche desde casa con un solo click. te ofrecemos: - tasación de su vehículo por whatsapp - envío de videos - firma de documentos y financiación online - entrega de vehículo en su casa * precio sujeto a financiacion y condiciones de campaña* los vehículos de ocasion de auto palas# ofrecen la máxima satisfacción# revisados en 100 puntos# kilometraje certificado# y perfectamente reacondicionados. auto palas# único concesionario oficial de las marcas opel y suzuki en cantabria. también somos concesionario de los programas opel ocasión y opel profesional. en nuestras instalaciones también encontrará exposición de vehículos nuevos# servicio oficial post-venta y será atendido por los mejores profesionales. cualquier duda será resuelta por sheila troule. entregamos vehículos en todo el territorio nacional (consultar precio) y admitimos su vehículo como parte de pago. garantía oficial. precio final incluye transferencia. llanta aleacion 16''# techo negro krakatoa# pack park and go plus (camara trasera panoramia 180º# sistema aparcamiento asistido# espejos electricos y calefactables# plegables electricamente# sensor de angulo muerto) pack vision (pack visibilidad# faros adaptativos inteligentes afl led# faros traseros led) navi 5. 0 intellilink. Color Gris / Plata
https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-2t-shl-81kw-110cv-gs-line-391720777.htm,OPEL - ASTRA 1. 2T SHL 81KW 110CV GS LINE,391720777,OPEL,ASTRA 1. 2T SHL 81KW 110CV GS LINE,2019,2.175,gasolina,5,110,manual,CANTABRIA,Auto Palas Opel,13.990,Profesional,1685,0,0,0,0,Fecha de matriculación: 31/01/2020 todas las ventajas de comprar tu nuevo coche desde casa con un solo click. te ofrecemos: - tasación de su vehículo por whatsapp - envío de videos - firma de documentos y financiación online - entrega de vehículo en su casa * precio sujeto a financiacion y condiciones de campaña* los vehículos de ocasion de auto palas# ofrecen la máxima satisfacción# revisados en 100 puntos# kilometraje certificado# y perfectamente reacondicionados. auto palas# único concesionario oficial de las marcas opel y suzuki en cantabria. también somos concesionario de los programas opel ocasión y opel profesional. en nuestras instalaciones también encontrará exposición de vehículos nuevos# servicio oficial post-venta y será atendido por los mejores profesionales. cualquier duda será resuelta por juan manuel isa y sheila troule. entregamos vehículos en todo el territorio nacional (consultar precio) y admitimos su vehículo como parte de pago. garantía oficial. precio final incluye transferencia. llantas de aleacion 16''# faros antiniebla delanteros# pack gs line plus (climatizador digital bizona# ventanas laterales posteriores y luna trasera ahumada# black pack# pack parking plus: retrovisores plegables electricamente# alerta de angulo muerto# camara de vision trasera). Color Gris / Plata
https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-2t-shl-81kw-110cv-gs-line-st-391720765.htm,OPEL - ASTRA 1. 2T SHL 81KW 110CV GS LINE ST,391720765,OPEL,ASTRA 1. 2T SHL 81KW 110CV GS LINE ST,2020,10,gasolina,5,110,manual,CANTABRIA,Auto Palas Opel,14.990,Profesional,1656,0,0,0,0,Fecha de matriculación: 30/12/2020 todas las ventajas de comprar tu nuevo coche desde casa con un solo click. te ofrecemos: - tasación de su vehículo por whatsapp - envío de videos - firma de documentos y financiación online - entrega de vehículo en su casa * precio sujeto a financiacion y condiciones de campaña* los vehículos de ocasion de auto palas# ofrecen la máxima satisfacción# revisados en 100 puntos# kilometraje certificado# y perfectamente reacondicionados. auto palas# único concesionario oficial de las marcas opel y suzuki en cantabria. también somos concesionario de los programas opel ocasión y opel profesional. en nuestras instalaciones también encontrará exposición de vehículos nuevos# servicio oficial post-venta y será atendido por los mejores profesionales. cualquier duda será resuelta por sheila troule. entregamos vehículos en todo el territorio nacional (consultar precio) y admitimos su vehículo como parte de pago. garantía oficial. precio final incluye transferencia. asiento agr para conductor# faros antiniebla delanteros# pack gs-line plus (climatizador digital bizona# ventanas laterales posteriores y luna trasera ahumada# black pack: molduras superiores de ventanas# detalles en antinieblas y barra de techo en negro brillante. pack parking plus: retrovisores plegables electricamente# alerta de angulo muerto# camara de vision trasera) llanta de aleacion 16''. Color Blanco
https://www.milanuncios.com/suzuki-de-segunda-mano/suzuki-ignis-1-2-gle-mild-hybrid-391677245.htm,SUZUKI - IGNIS 1. 2 GLE MILD HYBRID,391677245,SUZUKI,IGNIS 1. 2 GLE MILD HYBRID,2020,5,híbrido,5,90,manual,CANTABRIA,Auto Palas Opel,11.990,Profesional,1952,0,0,7,0,Fecha de matriculación: 29/09/2020 todas las ventajas de comprar tu nuevo coche desde casa con un solo click. te ofrecemos: - tasación de su vehículo por whatsapp - envío de videos - firma de documentos y financiación online - entrega de vehículo en su casa * precio sujeto a financiacion y condiciones de campaña* los vehículos de ocasion de auto palas# ofrecen la máxima satisfacción# revisados en 100 puntos# kilometraje certificado# y perfectamente reacondicionados. auto palas# único concesionario oficial de las marcas opel y suzuki en cantabria. también somos concesionario de los programas opel ocasión y opel profesional. en nuestras instalaciones también encontrará exposición de vehículos nuevos# servicio oficial post-venta y será atendido por los mejores profesionales. cualquier duda será resuelta por sheila troule. entregamos vehículos en todo el territorio nacional (consultar precio) y admitimos su vehículo como parte de pago. garantía oficial. precio final incluye transferencia. Color Blanco
